brier_score,mean_prediction,mean_observation,calib_slope,calib_intercept
0.1471697945837288,0.4658537152554483,0.46,1.629244785601835,0.006578466305410877
0.17890415368146026,0.42664764988218323,0.46,0.963546212719821,0.17975429004292814
0.2117099388328844,0.5136489828576135,0.46,0.8494611806125024,-0.2466453915798247
0.18075583574790044,0.4486596433925476,0.46,1.225381665818526,0.09654316112437605
0.14649144323509014,0.47272980748115706,0.46,1.3686158435198021,-0.08176854994577608
0.15775136338059667,0.41771815488727954,0.46,1.5039590927962536,0.41703342872988297
0.14766772319020247,0.45236259370040566,0.46,1.442145033995953,0.12471898189552924
0.18091252954113915,0.4335692036346174,0.46,1.0017210227079496,0.14673923207039644
0.16250477262051585,0.4881996363410789,0.46,1.386809247299464,-0.1872241225080037
0.2428456159723275,0.5150930640111927,0.46,0.45169054965491995,-0.20523286219837786
0.137252456510422,0.42563401447790816,0.46,1.8893853348927276,0.5730600866908999
0.15533799249869124,0.4454499454609738,0.46,1.4647541046232795,0.16337827876187078
0.16690819757875786,0.46042640522434164,0.46,1.2379729968356266,0.01819409011067482
0.19951775671779523,0.4194768376201584,0.46,0.6994090094743018,0.1330036992995972
0.17857091037901499,0.4965172150148384,0.46,1.191406587279674,-0.2050409986354055
0.2070769364568724,0.4085303592757761,0.46,0.8580181944467068,0.21124377214819134
0.13791122428142108,0.47293235219160396,0.46,2.596805709594351,0.029614593850545795
0.19194189648912235,0.46621735859603564,0.46,0.9915533489935905,-0.032883008296084475
0.16097284673697207,0.4389661101549288,0.46,1.1987156192708615,0.1672738299966882
0.19494648117795138,0.4499429782964874,0.46,1.0761869915890405,0.06510642049655546
0.1959849878868289,0.4486762866994667,0.46,1.0966704985471671,0.07592092155657411
0.18250416027513228,0.47525549761546215,0.46,1.166031272379221,-0.07863189261996299
0.15698915282451786,0.49437706710726476,0.46,1.3649542807093327,-0.23732918306451614
0.19124261033736342,0.46444955618370026,0.46,1.0609711807583049,-0.016530549139446116
0.19822458166258713,0.47177602493126236,0.46,0.8602225292326932,-0.07127060132774066
0.18605977300517335,0.47121829666154835,0.46,0.984442956334112,-0.06211153920777274
0.18078690478956141,0.44604533580042505,0.46,1.237185128687146,0.12466426884734604
0.17426872888973358,0.4519649087261094,0.46,1.0474736342897732,0.054357478704606874
0.185303924074993,0.455697745492567,0.46,1.0095540229895374,0.024414563793946766
0.13440939773324176,0.4519019721148128,0.46,2.3897837607443027,0.2954030535784619
