brier_score,mean_prediction,mean_observation,calib_slope,calib_intercept
0.17980924517513425,0.4134317406608902,0.38,1.3084575618562515,-0.07818464366438321
0.15705632395830388,0.4273279885753071,0.38,1.8599670022936077,-0.09234507490040736
0.20271968158425682,0.3833125801723973,0.38,0.9826312466812726,-0.023697236865109734
0.18396841631087424,0.3564109305860568,0.38,1.1090638742426266,0.18798994357445187
0.23315893286879652,0.40566979396313924,0.38,0.40650336317736513,-0.3535057906389517
0.19343814133863696,0.44602362570629955,0.38,0.845377728417931,-0.38718542531716826
0.16660278553274296,0.4280264394709651,0.38,1.3101078228613947,-0.1973709156798604
0.240866314591476,0.4507507938268811,0.38,0.48741596860262626,-0.42313600683479846
0.17877723569936654,0.3393279554338682,0.38,2.011982219198669,0.8361822542427443
0.18978723547623527,0.39591169358968914,0.38,0.973297480206939,-0.0933755563087112
0.1825567980426263,0.43676453188321246,0.38,1.3166174164595612,-0.22637273136304664
0.1812082496799973,0.3637467633438111,0.38,1.2687094223083748,0.24929928595911183
0.19839927565763602,0.3896525140954134,0.38,0.9565607841944127,-0.06675280894569802
0.1792418967224574,0.40642374301055284,0.38,1.4266223101750757,0.0008677939804263546
0.16761831196361177,0.36611906536778105,0.38,1.4066788835407182,0.28960090146268336
0.17394419166783892,0.3979735074344676,0.38,1.9804225744114556,0.3309775498306266
0.1977669517364904,0.4268440941137123,0.38,0.756544206686343,-0.31096967374311946
0.20141809914698125,0.3737805937343525,0.38,0.9007062521903872,-0.01986485464913734
0.1508960312714519,0.3509518921459462,0.38,3.577551813808914,1.7208341773894527
0.17220269223472587,0.3870166012347402,0.38,1.3537082617468261,0.14280330253672152
0.19350843811706672,0.39042429897030645,0.38,0.9396215389863334,-0.08072604366205503
0.1626469016698281,0.37246098983926823,0.38,1.905205383694194,0.5666636290336505
0.167747672142296,0.3677107375814771,0.38,1.4503734167486586,0.331624528304637
0.1586516037397413,0.39104251252439015,0.38,1.7114326609203487,0.2507591923974984
0.16276441932995347,0.4067015410085495,0.38,1.7588761413348946,0.1772955928547704
0.16632239539798693,0.42053722795566634,0.38,1.4364244102488406,-0.12371399935101345
0.16186493733539872,0.3917735446788038,0.38,1.527044240728835,0.13537487816703492
0.17884424409484537,0.37701544410500787,0.38,1.0723029901386945,0.05403657472858805
0.1690164939494179,0.4233738459586339,0.38,1.3000536624830739,-0.16797394240035696
0.1782646639607953,0.383669851940029,0.38,1.312695968161275,0.1363840038093662
