idx,50,98,54,6,34,66,63,52,39,62,46,75,28,65,18,37,85,13,80,33,69,78,19,40,82,10,43,61,88,89
0,,,,,0.81,,,,,,,,,0.87,,,,,,,,,,0.93,,,,0.78,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,0.79
4,,0.52,,0.55,,,,,0.54,,,,,,,,,,,,,,,0.59,,,,,,0.61
5,,,,,,,0.87,,,,,0.78,,0.85,,,0.77,,,,,,0.81,,,,,,,
6,,,,0.92,,,,,,0.96,,,0.88,,,,,,,,,0.92,0.86,,0.92,,,,,
7,0.65,0.57,,,,,,,0.57,,,,,,,,0.56,,,,0.5,,0.61,,,,,0.54,0.52,
8,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,
9,,,,,,,0.48,,,,,,,,,,,,,,,,,,,0.44,,,,
10,,,,,,,,,,0.28,,,0.4,0.37,,,,,,,,,,,,,,,0.35,
11,,0.48,,,0.56,,,0.49,,,,,,,,,0.58,,,,,,,,,,,,,
12,,,,0.92,,0.86,,0.97,,,,,,,,,,,0.95,,,,0.88,,,,,,,
13,,,,0.81,,0.73,,,,,,,,,0.86,,,0.84,,0.84,,,,0.85,0.82,,,,,
14,,0.83,,,,0.8,,,,,,,,,,,,0.83,,0.9,,,,,,,,,,
15,0.76,,,0.68,,0.71,,,,,,,,,,,,,,,,,,,0.69,,,,,
16,0.49,,,,,0.5,,,,,,,,,,,,,,0.53,0.47,,,,,,,0.49,,
17,,0.29,0.31,0.28,,,,,0.38,,0.31,,,,,,0.41,0.33,,,0.46,0.36,,,,,,,,0.41
18,,,,0.9,,,,,,0.94,,,,,,,,,,,,0.88,0.88,,,,,,0.84,
19,,,,,,,,0.39,,,,,,,,0.32,,,,0.3,,,,,,,,,,
20,,,,,,0.51,,,,,,,,,,,,,0.63,0.64,,0.61,,,,,,,,
21,0.31,0.38,,,,,,,,,,,,,,0.33,,,0.4,,0.31,,,,,,,,,
22,,,,,,,,0.82,,,,,0.76,,0.84,,,,0.75,,,,,,,,,,0.7,
23,,,0.57,,,,0.57,,,,,,,,,,,0.6,,,,,,,,,,,,
24,0.54,,,,0.53,,,,,,,,,,,,,,,,,,0.57,,,,,,,
25,,,,,0.4,,,,,0.31,0.36,,0.41,,,,,,,,,,,,,,,,,0.42
26,,,0.86,,0.77,,,,,0.86,,,,,0.87,0.8,,,,,0.87,0.77,,,0.88,,0.86,,,0.86
27,0.28,,,,,,,,,,,,,,,,,,,,,0.31,,0.29,,,,,,
28,0.85,,,,,,,,,,,,,,,,0.78,,,0.87,,,,,,,,,,
29,,,,,,,0.46,,,0.84,,,0.64,,,,,,,,,,,,,,,,,
30,,0.84,,,,,,,0.81,0.82,,,,,,,,,,0.87,,,0.78,,,,,,,
31,,,,,,,0.44,,,,,0.38,,,,,,,,,,,,,,,,,,0.37
32,,,,,,,,,,,,,,,,,,,0.63,,,,0.55,,,,,,,
33,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,0.54,
34,0.91,0.92,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,0.78,,,,,,,,,0.76,0.73,,,,0.78,,,,,,,0.83,,,,,0.78,
36,,,,,,,,,0.58,,,,0.44,,,,0.48,,0.39,0.52,,,,0.41,,0.32,,,,
37,,,,,,,,,0.65,,,,0.75,,,,,,,,,,,0.66,,,,,,0.62
38,,0.84,0.85,,,,,,,,,,,,0.88,0.79,,,0.87,,,,,0.81,,,,,,
39,,,,,,,0.46,,,,,,,,0.54,0.46,,0.63,,,,,,,0.54,,,0.5,,
40,,,,0.37,,,,,,,,,0.39,,,,0.42,0.43,,,,0.35,,,0.36,,,0.4,0.42,
41,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,0.59,
42,,,,,,,0.47,,0.58,,,,,0.58,0.56,,,,,,0.58,,,0.58,0.57,,,0.53,0.55,
43,,,,0.86,0.84,,,,,,,,,0.9,,0.84,,,,,0.86,,,,,,,,,
44,0.34,0.24,,,0.34,,,,,,,,,,,,0.32,,,,0.35,,,,,,,,,
45,0.64,,,,,,,,,,,,,,,0.54,,,0.63,,,,,,,0.72,0.57,,,0.58
46,,,,,,0.29,,,,,,,,,,,0.37,,,,,,,,,,,,,
47,,,0.29,0.29,,,,,,,,,,0.35,,,,,,,,,,,,0.25,,0.35,0.33,
48,,,,,0.59,,,,,,,,,,,,,,,,,0.56,,,,0.8,,,,
49,,,,,,,0.49,,,,,,,,,,,,,0.55,,,,,,0.48,,,,
50,0.46,,,,0.49,,0.53,,,,,,0.57,,,,,,,,0.42,,0.52,,,0.61,,,,
51,,,,0.36,,,,,,,,,0.35,0.31,,,,,0.28,,,0.33,0.3,,,,,,,
52,,,,,,,,0.68,,0.69,,,,0.61,0.5,,,0.56,,0.64,,,,,,,,,,
53,,,,,,,,,0.43,0.41,,,,0.34,,0.42,0.4,,0.29,,0.37,,,,,,,,0.32,
54,,,,,,,,,,,,,,,,,,,0.77,0.84,,,,0.76,,0.75,,,,
55,,,,,0.57,,,,,0.62,0.61,,,,,0.58,0.55,,,0.62,,,0.6,,,0.59,,0.57,,0.48
56,,,,,,,0.5,,,,,,,0.66,,,,,,,0.59,,,,0.62,,0.71,,,
57,0.39,,,,0.39,0.34,,,,,,,,0.39,,,,,,,,,,,,0.41,0.32,,,
58,0.72,,,0.68,,,,0.83,,,,,,0.74,,,,,,,,,,,,,,,,
59,,,,,,,0.82,,,,0.85,,0.8,,,,,,0.81,,,,,0.84,0.85,,,,,
60,,,,,,,,0.61,,0.59,,,0.58,,,,,0.48,0.47,,0.5,,,0.46,,,,0.51,,
61,0.97,0.97,0.96,,,,,0.93,,,,,,,,,0.94,,,,,,,,,,,,,
62,,,0.67,,,0.59,0.63,0.72,0.59,,,,0.68,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,0.66,,,0.62,,,,0.65
64,,,,,,,,,,,,,,,0.4,,,,,,,,0.31,,,,,,0.32,
65,,,,,,,0.38,0.28,,,,0.32,0.35,,,,,,,,,,,,,,,,,
66,,,,,,,,,0.59,0.64,,,,,,,,,,,,,,,,,0.52,,0.56,
67,,,,,,,,,,0.7,0.62,0.69,,,,,,,,,,,,,,,0.67,,,
68,,,,,,,,,,,0.9,,0.91,,,,,,0.94,,,,,,,,,,0.87,
69,,,,,,,,,,,0.32,,,,,0.32,,,,0.25,,,0.34,,0.29,0.31,,0.35,,
70,0.65,,,,,0.54,,,0.66,0.74,,,,,0.77,,,,,,0.42,,0.6,,,,,,0.63,
71,,,,,,,,,,0.95,0.87,,,,,,,,0.92,,,0.91,,,,,,,0.87,
72,,,0.49,,,,0.49,,,,,,,,,,,,0.43,,,,,,,0.52,,,,
73,,,,,,0.36,,0.36,0.35,,,0.4,,,,,,,,,,,,,,,,0.34,,0.36
74,,,,,0.39,,,,,,,,,,,,,,,,,0.3,,,,,,0.35,,
75,0.66,,,,0.57,,0.64,,,,0.47,,,,,0.35,,,,,,,,,,,0.52,,,
76,,,0.48,,0.54,,,,0.52,,,,,,0.54,,,0.43,,,,,0.43,0.41,,,,,0.43,
77,,,0.32,,0.39,,,,,,,,,,,,,,,0.28,0.36,0.26,,,,,,,,0.42
78,,,0.61,,,,,0.52,,,,,,,,,,0.52,,,,,,,0.51,,,0.62,,
79,0.47,,0.53,,,0.39,,,,0.42,,,,0.56,0.65,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,0.17,,,
81,0.55,,,,,,,,,0.41,0.56,,,,,,,,,,0.37,,,,0.42,,0.32,,,
82,,0.85,,,,0.81,,,,0.87,,,,,,,,,,0.87,0.65,,0.77,,,,,,,
83,,,,,,,,0.75,,,,,,,,,,0.64,0.67,,,,,,,,,,,
84,,,,,,,,,,,,,,,0.96,0.9,,0.93,,0.95,,,,,,,,0.86,,0.92
85,,,,,,,0.33,,,,,0.24,0.26,,,,0.31,,,,0.31,,,,,,,,,
86,,,,0.24,,,,,0.26,0.18,,,,,,,,,,,,,,0.18,,,,,,
87,,,,,,,,,,,,,,0.51,,,,,,,,,,,,0.73,0.39,0.56,,
88,,,,,,,,0.54,0.44,0.44,,,,,,,0.45,,,,,0.46,0.46,,0.48,,,,,
89,,,0.96,,,,,,,,,,,,,,,,,,0.94,,0.91,,,,,,,
90,,0.68,,,0.66,0.67,0.75,0.81,,,,,,0.77,,0.48,,,,,,0.62,,,,,0.67,,,
91,0.9,,,,0.85,,,,,,,,,,0.94,,0.86,,,,,,,,,,,,,
92,,,0.7,,,,0.68,0.7,,,,0.66,,,,,,,,0.68,,,,,,,,,,
93,,0.17,,,,,,,,,,0.21,,,,0.22,,,,0.16,,,,,,,,,,
94,,,,,,,,,,0.37,,,0.3,0.29,0.32,,,0.33,,,,,,,,,,,,
95,0.73,,0.74,,,,,0.78,0.7,,0.72,,,,,0.58,,0.69,0.7,,0.74,,,,,,,,,0.66
96,,,,,,,,,0.37,,,,,,,,,,,,,0.49,,,0.62,,,,,
97,,,,,,,,,,,,,,,0.93,0.84,,,,,,,,,,,,,,
98,0.64,,,,,0.55,,,0.52,,,,,,0.53,,0.49,,,,,,,,,0.54,,,0.51,
99,,0.93,,,,,,,,,,,,,,,,,,,,0.95,,,,,0.93,,,
100,,0.58,,,,,,,0.47,,,,0.58,,,0.42,,,,,,0.51,,,,,,0.48,,
101,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,
102,,,,,,0.63,,0.75,,,0.61,0.68,,,,,,,,,,,,,,,,,,
103,,0.76,,0.72,,,,,,,,0.78,,,,,0.71,,,,0.81,,,,,,0.72,,,
104,,0.54,,,,,,,,,,,,0.72,,,,,,,,,,,0.56,,,,,
105,,,,,,,,,,,,,,0.31,,,,,,,,0.26,,0.34,,,,,,
106,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,0.47,,
107,,,0.73,,,,,,,,,,,,,,,,,0.69,,,,,,,,,,
108,,,,0.48,,,0.54,,,,0.49,,,,,,,,,,,,,,0.53,,,,,0.53
109,,,,,,,0.74,,0.71,,,0.78,,0.82,,,,,,,,,,0.79,,,0.69,,,
110,,,,,,,,,,0.26,,,,,,,,,0.22,,0.22,,,,0.24,,0.21,,,
111,,,,,,,,,,0.55,,,,,0.42,,,,,,,,,,,,,0.44,0.49,
112,,,0.53,0.48,,,,,,,,,0.42,0.49,,,0.49,,,,,,,,,,,,,
113,,0.37,,0.34,0.42,0.43,,,,,,,,,0.54,0.48,,,,,,,,0.35,,,,,0.44,
114,0.51,,,,,,,,,0.63,,,,,,0.57,0.53,,,,,,,,,,,,,
115,,,0.26,,,0.28,,0.18,,,0.21,,,,,,,,,,,,,,0.19,,,,,
116,,,,,0.25,,,,,,0.22,,,,,,,0.19,,,,,,,,0.14,,,0.21,0.25
117,,,,,,,,,0.4,,0.37,,,,,,,0.33,,,,0.37,,,0.25,0.23,0.34,,,
118,,,,0.49,0.46,,,,,,0.5,,0.51,,,,,0.51,0.51,0.49,,,,,,,,,,0.45
119,,,0.35,0.34,,,,,,,,,,,,,0.35,0.35,,,0.25,,,,,,,,,
120,,,,0.29,,,,,0.3,,,,,,,,,,,,,,,0.31,0.34,,,,,
121,,,,,0.91,,,,,,,,,,,0.98,,,,,,,,,,,,,,
122,,,0.55,,,,,,,,,,,,,,,,,,,,,,,0.43,0.59,,0.54,0.52
123,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,
124,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,,,,,,,0.15,0.22,,0.32,,,,,0.36
126,0.29,,0.23,0.26,,,,,,,,,,,,,0.3,,,,,,,,,,,,,
127,,,,,,0.75,,,,,,,,0.82,0.87,,,,0.81,,,,,,,,,,,0.73
128,,,,,0.33,0.28,0.32,,,0.23,,,,,,,0.3,,,0.27,,,,,,,0.23,0.36,0.34,
129,,,0.47,,,,,,,,,0.54,,,0.5,,,,,,,,0.59,,,,,,,
130,,,,,,,0.82,,,,,0.8,0.83,,,0.72,,,,,,,,,,,,,,0.81
131,,,,,,,,,,,0.52,,0.4,,0.52,,,,,,,,,,,,,,,
132,,,,,,0.29,,0.32,,,,0.33,,,,,,,,,,0.28,0.3,,,0.32,0.36,,,
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,0.72,0.51,,,,,,,,,,,,,,0.67,0.72,,,,0.66,,,,
135,0.81,0.74,,,,,,,,,0.75,,,,,,0.73,,,,,,,,,,,,,
136,0.42,,,,0.38,,,,,,,,,,,,,,0.37,,,,,,,,,,0.33,
